country,sex,age,country-year,year,population, gdp_for_year ($) ,gdp_per_capita ($),suicides_no,suicides/100k pop
Japan,female,55-74 years,Japan2000,2000,15357610,4.88752E+12,40813,3032,19.74
Japan,male,15-24 years,Japan2000,2000,8063415,4.88752E+12,40813,1273,15.79
Japan,female,35-54 years,Japan2000,2000,17380248,4.88752E+12,40813,2172,12.5
Japan,female,25-34 years,Japan2000,2000,8975013,4.88752E+12,40813,1027,11.44
Japan,female,15-24 years,Japan2000,2000,7669997,4.88752E+12,40813,531,6.92
Japan,male,5-14 years,Japan2000,2000,6401260,4.88752E+12,40813,58,0.91
Japan,female,5-14 years,Japan2000,2000,6090721,4.88752E+12,40813,16,0.26
Japan,male,55-74 years,Japan2001,2001,14064000,4.30354E+12,35843,7690,54.68
Japan,male,75+ years,Japan2001,2001,3404000,4.30354E+12,35843,1692,49.71
Japan,male,35-54 years,Japan2001,2001,17516000,4.30354E+12,35843,7913,45.18
Japan,female,75+ years,Japan2001,2001,6095000,4.30354E+12,35843,1689,27.71
Japan,male,25-34 years,Japan2001,2001,9466000,4.30354E+12,35843,2388,25.23
Japan,female,55-74 years,Japan2001,2001,15379000,4.30354E+12,35843,2870,18.66
Japan,male,15-24 years,Japan2001,2001,7856000,4.30354E+12,35843,1146,14.59
Japan,female,35-54 years,Japan2001,2001,17363000,4.30354E+12,35843,2148,12.37
Japan,female,25-34 years,Japan2001,2001,9178000,4.30354E+12,35843,1013,11.04
Japan,female,15-24 years,Japan2001,2001,7460000,4.30354E+12,35843,522,7
Japan,male,5-14 years,Japan2001,2001,6295000,4.30354E+12,35843,39,0.62
Japan,female,5-14 years,Japan2001,2001,5990000,4.30354E+12,35843,22,0.37
Japan,male,55-74 years,Japan2002,2002,14446000,4.11512E+12,34239,7956,55.07
Japan,male,35-54 years,Japan2002,2002,17249000,4.11512E+12,34239,8202,47.55
Japan,male,75+ years,Japan2002,2002,3621000,4.11512E+12,34239,1709,47.2
Japan,female,75+ years,Japan2002,2002,6387000,4.11512E+12,34239,1664,26.05
Japan,male,25-34 years,Japan2002,2002,9406000,4.11512E+12,34239,2444,25.98
Japan,female,55-74 years,Japan2002,2002,15754000,4.11512E+12,34239,2919,18.53
Japan,male,15-24 years,Japan2002,2002,7671000,4.11512E+12,34239,1131,14.74
Japan,female,35-54 years,Japan2002,2002,17125000,4.11512E+12,34239,2187,12.77
Japan,female,25-34 years,Japan2002,2002,9124000,4.11512E+12,34239,1005,11.01
Japan,female,15-24 years,Japan2002,2002,7274000,4.11512E+12,34239,461,6.34
Japan,male,5-14 years,Japan2002,2002,6215000,4.11512E+12,34239,25,0.4
Japan,female,5-14 years,Japan2002,2002,5917000,4.11512E+12,34239,12,0.2
Japan,male,55-74 years,Japan2003,2003,14889000,4.44566E+12,36926,8409,56.48
Japan,male,35-54 years,Japan2003,2003,16966000,4.44566E+12,36926,8948,52.74
Japan,male,75+ years,Japan2003,2003,3835000,4.44566E+12,36926,1733,45.19
Japan,male,25-34 years,Japan2003,2003,9349000,4.44566E+12,36926,2910,31.13
Japan,female,75+ years,Japan2003,2003,6676000,4.44566E+12,36926,1643,24.61
Japan,female,55-74 years,Japan2003,2003,16200000,4.44566E+12,36926,3100,19.14
Japan,male,15-24 years,Japan2003,2003,7483000,4.44566E+12,36926,1158,15.48
Japan,female,35-54 years,Japan2003,2003,16840000,4.44566E+12,36926,2227,13.22
Japan,female,25-34 years,Japan2003,2003,9059000,4.44566E+12,36926,1132,12.5
Japan,female,15-24 years,Japan2003,2003,7089000,4.44566E+12,36926,556,7.84
Japan,female,5-14 years,Japan2003,2003,5858000,4.44566E+12,36926,33,0.56
Japan,male,5-14 years,Japan2003,2003,6151000,4.44566E+12,36926,32,0.52
Japan,male,55-74 years,Japan2004,2004,15316000,4.81515E+12,39960,7895,51.55
Japan,male,35-54 years,Japan2004,2004,16685000,4.81515E+12,39960,8056,48.28
Japan,male,75+ years,Japan2004,2004,4056000,4.81515E+12,39960,1876,46.25
Japan,male,25-34 years,Japan2004,2004,9241000,4.81515E+12,39960,2677,28.97
Japan,female,75+ years,Japan2004,2004,6977000,4.81515E+12,39960,1595,22.86
Japan,female,55-74 years,Japan2004,2004,16631000,4.81515E+12,39960,2941,17.68
Japan,male,15-24 years,Japan2004,2004,7289000,4.81515E+12,39960,1233,16.92
Japan,female,35-54 years,Japan2004,2004,16564000,4.81515E+12,39960,2045,12.35
Japan,female,25-34 years,Japan2004,2004,8932000,4.81515E+12,39960,1088,12.18
Japan,female,15-24 years,Japan2004,2004,6905000,4.81515E+12,39960,579,8.39
Japan,male,5-14 years,Japan2004,2004,6097000,4.81515E+12,39960,27,0.44
Japan,female,5-14 years,Japan2004,2004,5807000,4.81515E+12,39960,22,0.38
Japan,male,55-74 years,Japan2005,2005,15797130,4.75541E+12,39412,8005,50.67
Japan,male,35-54 years,Japan2005,2005,16566953,4.75541E+12,39412,8073,48.73
Japan,male,75+ years,Japan2005,2005,4288706,4.75541E+12,39412,1858,43.32
Japan,male,25-34 years,Japan2005,2005,8984855,4.75541E+12,39412,2862,31.85
Japan,female,75+ years,Japan2005,2005,7307828,4.75541E+12,39412,1600,21.89
Japan,male,15-24 years,Japan2005,2005,7043709,4.75541E+12,39412,1243,17.65
Japan,female,55-74 years,Japan2005,2005,17011318,4.75541E+12,39412,2786,16.38
Japan,female,25-34 years,Japan2005,2005,8705334,4.75541E+12,39412,1140,13.1
Japan,female,35-54 years,Japan2005,2005,16388567,4.75541E+12,39412,2114,12.9
Japan,female,15-24 years,Japan2005,2005,6672938,4.75541E+12,39412,643,9.64
Japan,male,5-14 years,Japan2005,2005,6095375,4.75541E+12,39412,29,0.48
Japan,female,5-14 years,Japan2005,2005,5794794,4.75541E+12,39412,16,0.28
Japan,male,55-74 years,Japan2006,2006,16002000,4.53038E+12,37534,7921,49.5
Japan,male,35-54 years,Japan2006,2006,16519000,4.53038E+12,37534,7436,45.01
Japan,male,75+ years,Japan2006,2006,4512000,4.53038E+12,37534,1945,43.11
Japan,male,25-34 years,Japan2006,2006,8758000,4.53038E+12,37534,2667,30.45
Japan,female,75+ years,Japan2006,2006,7608000,4.53038E+12,37534,1639,21.54
Japan,male,15-24 years,Japan2006,2006,6916000,4.53038E+12,37534,1257,18.18
Japan,female,55-74 years,Japan2006,2006,17213000,4.53038E+12,37534,2866,16.65
Japan,female,35-54 years,Japan2006,2006,16320000,4.53038E+12,37534,2193,13.44
Japan,female,25-34 years,Japan2006,2006,8473000,4.53038E+12,37534,1133,13.37
Japan,female,15-24 years,Japan2006,2006,6548000,4.53038E+12,37534,635,9.7
Japan,male,5-14 years,Japan2006,2006,6066000,4.53038E+12,37534,57,0.94
Japan,female,5-14 years,Japan2006,2006,5767000,4.53038E+12,37534,20,0.35
Japan,male,55-74 years,Japan2007,2007,16130000,4.51526E+12,37408,8184,50.74
Japan,male,75+ years,Japan2007,2007,4744000,4.51526E+12,37408,2205,46.48
Japan,male,35-54 years,Japan2007,2007,16557000,4.51526E+12,37408,7599,45.9
Japan,male,25-34 years,Japan2007,2007,8501000,4.51526E+12,37408,2596,30.54
Japan,female,75+ years,Japan2007,2007,7913000,4.51526E+12,37408,1691,21.37
Japan,male,15-24 years,Japan2007,2007,6795000,4.51526E+12,37408,1252,18.43
Japan,female,55-74 years,Japan2007,2007,17338000,4.51526E+12,37408,3108,17.93
Japan,female,35-54 years,Japan2007,2007,16325000,4.51526E+12,37408,2303,14.11
Japan,female,25-34 years,Japan2007,2007,8212000,4.51526E+12,37408,1084,13.2
Japan,female,15-24 years,Japan2007,2007,6430000,4.51526E+12,37408,596,9.27
Japan,male,5-14 years,Japan2007,2007,6027000,4.51526E+12,37408,31,0.51
Japan,female,5-14 years,Japan2007,2007,5732000,4.51526E+12,37408,16,0.28
Japan,male,55-74 years,Japan2008,2008,16197000,5.03791E+12,41773,7894,48.74
Japan,male,35-54 years,Japan2008,2008,16657000,5.03791E+12,41773,7344,44.09
Japan,male,75+ years,Japan2008,2008,4965000,5.03791E+12,41773,2132,42.94
Japan,male,25-34 years,Japan2008,2008,8234000,5.03791E+12,41773,2651,32.2
Japan,female,75+ years,Japan2008,2008,8207000,5.03791E+12,41773,1673,20.39
Japan,male,15-24 years,Japan2008,2008,6650000,5.03791E+12,41773,1343,20.2
Japan,female,55-74 years,Japan2008,2008,17395000,5.03791E+12,41773,2885,16.59
Japan,female,25-34 years,Japan2008,2008,7933000,5.03791E+12,41773,1203,15.16
Japan,female,35-54 years,Japan2008,2008,16400000,5.03791E+12,41773,2237,13.64
Japan,female,15-24 years,Japan2008,2008,6293000,5.03791E+12,41773,652,10.36
Japan,male,5-14 years,Japan2008,2008,5982000,5.03791E+12,41773,41,0.69
Japan,female,5-14 years,Japan2008,2008,5689000,5.03791E+12,41773,18,0.32
Japan,male,55-74 years,Japan2009,2009,16224000,5.23138E+12,43415,7983,49.2
Japan,male,35-54 years,Japan2009,2009,16796000,5.23138E+12,43415,7799,46.43
Japan,male,75+ years,Japan2009,2009,5174000,5.23138E+12,43415,2216,42.83
Japan,male,25-34 years,Japan2009,2009,7987000,5.23138E+12,43415,2657,33.27
Japan,male,15-24 years,Japan2009,2009,6514000,5.23138E+12,43415,1326,20.36
Japan,female,75+ years,Japan2009,2009,8488000,5.23138E+12,43415,1649,19.43
Japan,female,55-74 years,Japan2009,2009,17413000,5.23138E+12,43415,2820,16.19
Japan,female,25-34 years,Japan2009,2009,7679000,5.23138E+12,43415,1085,14.13
Japan,female,35-54 years,Japan2009,2009,16517000,5.23138E+12,43415,2328,14.09
Japan,female,15-24 years,Japan2009,2009,6163000,5.23138E+12,43415,605,9.82
Japan,male,5-14 years,Japan2009,2009,5914000,5.23138E+12,43415,34,0.57
Japan,female,5-14 years,Japan2009,2009,5627000,5.23138E+12,43415,21,0.37
Japan,male,55-74 years,Japan2010,2010,16402437,5.7001E+12,47059,7466,45.52
Japan,male,35-54 years,Japan2010,2010,17131261,5.7001E+12,47059,7351,42.91
Japan,male,75+ years,Japan2010,2010,5345432,5.7001E+12,47059,2188,40.93
Japan,male,25-34 years,Japan2010,2010,7822984,5.7001E+12,47059,2543,32.51
Japan,male,15-24 years,Japan2010,2010,6324856,5.7001E+12,47059,1315,20.79
Japan,female,75+ years,Japan2010,2010,8804107,5.7001E+12,47059,1686,19.15
Japan,female,55-74 years,Japan2010,2010,17525806,5.7001E+12,47059,2879,16.43
Japan,female,35-54 years,Japan2010,2010,16781836,5.7001E+12,47059,2404,14.33
Japan,female,25-34 years,Japan2010,2010,7545642,5.7001E+12,47059,1008,13.36
Japan,female,15-24 years,Japan2010,2010,6008624,5.7001E+12,47059,508,8.45
Japan,male,5-14 years,Japan2010,2010,5855595,5.7001E+12,47059,42,0.72
Japan,female,5-14 years,Japan2010,2010,5578687,5.7001E+12,47059,21,0.38
Japan,male,55-74 years,Japan2011,2011,16343000,6.15746E+12,50919,6858,41.96
Japan,male,35-54 years,Japan2011,2011,17224000,6.15746E+12,50919,6975,40.5
Japan,male,75+ years,Japan2011,2011,5570000,6.15746E+12,50919,2188,39.28
Japan,male,25-34 years,Japan2011,2011,7588000,6.15746E+12,50919,2404,31.68
Japan,male,15-24 years,Japan2011,2011,6246000,6.15746E+12,50919,1304,20.88
Japan,female,75+ years,Japan2011,2011,9092000,6.15746E+12,50919,1754,19.29
Japan,female,55-74 years,Japan2011,2011,17447000,6.15746E+12,50919,2883,16.52
Japan,female,35-54 years,Japan2011,2011,16861000,6.15746E+12,50919,2598,15.41
Japan,female,25-34 years,Japan2011,2011,7314000,6.15746E+12,50919,1112,15.2
Japan,female,15-24 years,Japan2011,2011,5931000,6.15746E+12,50919,616,10.39
Japan,male,5-14 years,Japan2011,2011,5792000,6.15746E+12,50919,52,0.9
Japan,female,5-14 years,Japan2011,2011,5519000,6.15746E+12,50919,22,0.4
Japan,male,75+ years,Japan2012,2012,5783000,6.20321E+12,51379,2262,39.11
Japan,male,55-74 years,Japan2012,2012,16254000,6.20321E+12,51379,6134,37.74
Japan,male,35-54 years,Japan2012,2012,17318000,6.20321E+12,51379,6413,37.03
Japan,male,25-34 years,Japan2012,2012,7384000,6.20321E+12,51379,2244,30.39
Japan,male,15-24 years,Japan2012,2012,6185000,6.20321E+12,51379,1294,20.92
Japan,female,75+ years,Japan2012,2012,9362000,6.20321E+12,51379,1612,17.22
Japan,female,55-74 years,Japan2012,2012,17342000,6.20321E+12,51379,2636,15.2
Japan,female,35-54 years,Japan2012,2012,16937000,6.20321E+12,51379,2242,13.24
Japan,female,25-34 years,Japan2012,2012,7110000,6.20321E+12,51379,931,13.09
Japan,female,15-24 years,Japan2012,2012,5873000,6.20321E+12,51379,495,8.43
Japan,male,5-14 years,Japan2012,2012,5729000,6.20321E+12,51379,55,0.96
Japan,female,5-14 years,Japan2012,2012,5458000,6.20321E+12,51379,20,0.37
Japan,male,75+ years,Japan2013,2013,5964000,5.15572E+12,42781,2362,39.6
Japan,male,35-54 years,Japan2013,2013,17367000,5.15572E+12,42781,6333,36.47
Japan,male,55-74 years,Japan2013,2013,16202000,5.15572E+12,42781,5908,36.46
Japan,male,25-34 years,Japan2013,2013,7186000,5.15572E+12,42781,2178,30.31
Japan,male,15-24 years,Japan2013,2013,6143000,5.15572E+12,42781,1242,20.22
Japan,female,75+ years,Japan2013,2013,9588000,5.15572E+12,42781,1713,17.87
Japan,female,55-74 years,Japan2013,2013,17279000,5.15572E+12,42781,2604,15.07
Japan,female,35-54 years,Japan2013,2013,16974000,5.15572E+12,42781,2242,13.21
Japan,female,25-34 years,Japan2013,2013,6913000,5.15572E+12,42781,850,12.3
Japan,female,15-24 years,Japan2013,2013,5834000,5.15572E+12,42781,467,8
Japan,male,5-14 years,Japan2013,2013,5666000,5.15572E+12,42781,58,1.02
Japan,female,5-14 years,Japan2013,2013,5398000,5.15572E+12,42781,34,0.63
Japan,male,75+ years,Japan2014,2014,6104000,4.85041E+12,40328,2254,36.93
Japan,male,55-74 years,Japan2014,2014,16213000,4.85041E+12,40328,5477,33.78
Japan,male,35-54 years,Japan2014,2014,17365000,4.85041E+12,40328,5710,32.88
Japan,male,25-34 years,Japan2014,2014,7007000,4.85041E+12,40328,2131,30.41
Japan,male,15-24 years,Japan2014,2014,6110000,4.85041E+12,40328,1180,19.31
Japan,female,75+ years,Japan2014,2014,9761000,4.85041E+12,40328,1587,16.26
Japan,female,55-74 years,Japan2014,2014,17288000,4.85041E+12,40328,2512,14.53
Japan,female,35-54 years,Japan2014,2014,16959000,4.85041E+12,40328,2158,12.72
Japan,female,25-34 years,Japan2014,2014,6734000,4.85041E+12,40328,814,12.09
Japan,female,15-24 years,Japan2014,2014,5803000,4.85041E+12,40328,432,7.44
Japan,male,5-14 years,Japan2014,2014,5596000,4.85041E+12,40328,68,1.22
Japan,female,5-14 years,Japan2014,2014,5334000,4.85041E+12,40328,34,0.64
Japan,male,75+ years,Japan2015,2015,6289365,4.39498E+12,36510,2297,36.52
Japan,male,55-74 years,Japan2015,2015,16239222,4.39498E+12,36510,5241,32.27
Japan,male,35-54 years,Japan2015,2015,17461022,4.39498E+12,36510,5507,31.54
Japan,male,25-34 years,Japan2015,2015,6862886,4.39498E+12,36510,1948,28.38
Japan,male,15-24 years,Japan2015,2015,6088330,4.39498E+12,36510,1091,17.92
Japan,female,75+ years,Japan2015,2015,9983066,4.39498E+12,36510,1509,15.12
Japan,female,55-74 years,Japan2015,2015,17232482,4.39498E+12,36510,2292,13.3
Japan,female,35-54 years,Japan2015,2015,16991218,4.39498E+12,36510,2024,11.91
Japan,female,25-34 years,Japan2015,2015,6614211,4.39498E+12,36510,685,10.36
Japan,female,15-24 years,Japan2015,2015,5772938,4.39498E+12,36510,408,7.07
Japan,male,5-14 years,Japan2015,2015,5553851,4.39498E+12,36510,62,1.12
Japan,female,5-14 years,Japan2015,2015,5287719,4.39498E+12,36510,28,0.53
Kazakhstan,male,75+ years,Kazakhstan1990,1990,102200,26932728899,1823,82,80.23
Kazakhstan,male,35-54 years,Kazakhstan1990,1990,1735100,26932728899,1823,925,53.31
Kazakhstan,male,55-74 years,Kazakhstan1990,1990,706400,26932728899,1823,356,50.4
Kazakhstan,male,25-34 years,Kazakhstan1990,1990,1455200,26932728899,1823,602,41.37
Kazakhstan,female,75+ years,Kazakhstan1990,1990,291100,26932728899,1823,85,29.2
Kazakhstan,male,15-24 years,Kazakhstan1990,1990,1425100,26932728899,1823,375,26.31
Kazakhstan,female,55-74 years,Kazakhstan1990,1990,1060900,26932728899,1823,188,17.72
Kazakhstan,female,15-24 years,Kazakhstan1990,1990,1338900,26932728899,1823,170,12.7
Kazakhstan,female,35-54 years,Kazakhstan1990,1990,1845400,26932728899,1823,225,12.19
Kazakhstan,female,25-34 years,Kazakhstan1990,1990,1453700,26932728899,1823,104,7.15
Kazakhstan,male,5-14 years,Kazakhstan1990,1990,1698000,26932728899,1823,53,3.12
Kazakhstan,female,5-14 years,Kazakhstan1990,1990,1661900,26932728899,1823,7,0.42
Kazakhstan,male,75+ years,Kazakhstan1991,1991,101600,24881135586,1664,74,72.83
Kazakhstan,male,35-54 years,Kazakhstan1991,1991,1769600,24881135586,1664,866,48.94
Kazakhstan,male,55-74 years,Kazakhstan1991,1991,741600,24881135586,1664,354,47.73
Kazakhstan,male,25-34 years,Kazakhstan1991,1991,1441200,24881135586,1664,621,43.09
Kazakhstan,female,75+ years,Kazakhstan1991,1991,294600,24881135586,1664,91,30.89
Kazakhstan,male,15-24 years,Kazakhstan1991,1991,1438500,24881135586,1664,405,28.15
Kazakhstan,female,55-74 years,Kazakhstan1991,1991,1093000,24881135586,1664,166,15.19
Kazakhstan,female,15-24 years,Kazakhstan1991,1991,1351900,24881135586,1664,139,10.28
Kazakhstan,female,35-54 years,Kazakhstan1991,1991,1877800,24881135586,1664,185,9.85
Kazakhstan,female,25-34 years,Kazakhstan1991,1991,1438900,24881135586,1664,104,7.23
Kazakhstan,male,5-14 years,Kazakhstan1991,1991,1721900,24881135586,1664,66,3.83
Kazakhstan,female,5-14 years,Kazakhstan1991,1991,1682200,24881135586,1664,11,0.65
Kazakhstan,male,75+ years,Kazakhstan1992,1992,101800,24906939560,1644,64,62.87
Kazakhstan,male,35-54 years,Kazakhstan1992,1992,1794700,24906939560,1644,925,51.54
Kazakhstan,male,55-74 years,Kazakhstan1992,1992,785400,24906939560,1644,390,49.66
Kazakhstan,male,25-34 years,Kazakhstan1992,1992,1421100,24906939560,1644,676,47.57
Kazakhstan,male,15-24 years,Kazakhstan1992,1992,1459100,24906939560,1644,453,31.05
Kazakhstan,female,75+ years,Kazakhstan1992,1992,298600,24906939560,1644,84,28.13
Kazakhstan,female,55-74 years,Kazakhstan1992,1992,1132100,24906939560,1644,194,17.14
Kazakhstan,female,35-54 years,Kazakhstan1992,1992,1900200,24906939560,1644,217,11.42
Kazakhstan,female,15-24 years,Kazakhstan1992,1992,1385000,24906939560,1644,144,10.4
Kazakhstan,female,25-34 years,Kazakhstan1992,1992,1414300,24906939560,1644,132,9.33
Kazakhstan,male,5-14 years,Kazakhstan1992,1992,1751600,24906939560,1644,63,3.6
Kazakhstan,female,5-14 years,Kazakhstan1992,1992,1706200,24906939560,1644,14,0.82
Kazakhstan,male,75+ years,Kazakhstan1993,1993,103700,23409027476,1527,77,74.25
Kazakhstan,male,55-74 years,Kazakhstan1993,1993,830100,23409027476,1527,545,65.65
Kazakhstan,male,35-54 years,Kazakhstan1993,1993,1825900,23409027476,1527,1146,62.76
Kazakhstan,male,25-34 years,Kazakhstan1993,1993,1395600,23409027476,1527,772,55.32
Kazakhstan,male,15-24 years,Kazakhstan1993,1993,1474700,23409027476,1527,574,38.92
Kazakhstan,female,75+ years,Kazakhstan1993,1993,308200,23409027476,1527,69,22.39
Kazakhstan,female,55-74 years,Kazakhstan1993,1993,1173100,23409027476,1527,229,19.52
Kazakhstan,female,15-24 years,Kazakhstan1993,1993,1407100,23409027476,1527,173,12.29
Kazakhstan,female,35-54 years,Kazakhstan1993,1993,1929300,23409027476,1527,219,11.35
Kazakhstan,female,25-34 years,Kazakhstan1993,1993,1383000,23409027476,1527,119,8.6
Kazakhstan,male,5-14 years,Kazakhstan1993,1993,1774700,23409027476,1527,76,4.28
Kazakhstan,female,5-14 years,Kazakhstan1993,1993,1726000,23409027476,1527,20,1.16
Kazakhstan,male,75+ years,Kazakhstan1994,1994,90300,21250839258,1395,94,104.1
Kazakhstan,male,55-74 years,Kazakhstan1994,1994,853800,21250839258,1395,599,70.16
Kazakhstan,male,35-54 years,Kazakhstan1994,1994,1861800,21250839258,1395,1246,66.92
Kazakhstan,male,25-34 years,Kazakhstan1994,1994,1342400,21250839258,1395,735,54.75
Kazakhstan,male,15-24 years,Kazakhstan1994,1994,1442200,21250839258,1395,520,36.06
Kazakhstan,female,75+ years,Kazakhstan1994,1994,288000,21250839258,1395,91,31.6
Kazakhstan,female,55-74 years,Kazakhstan1994,1994,1201100,21250839258,1395,198,16.48
Kazakhstan,female,15-24 years,Kazakhstan1994,1994,1332400,21250839258,1395,149,11.18
Kazakhstan,female,35-54 years,Kazakhstan1994,1994,1965300,21250839258,1395,198,10.07
Kazakhstan,female,25-34 years,Kazakhstan1994,1994,1327200,21250839258,1395,128,9.64
Kazakhstan,male,5-14 years,Kazakhstan1994,1994,1784600,21250839258,1395,50,2.8
Kazakhstan,female,5-14 years,Kazakhstan1994,1994,1740500,21250839258,1395,16,0.92
Kazakhstan,male,75+ years,Kazakhstan1995,1995,86400,20374307047,1359,76,87.96
Kazakhstan,male,55-74 years,Kazakhstan1995,1995,859800,20374307047,1359,737,85.72
Kazakhstan,male,35-54 years,Kazakhstan1995,1995,1791600,20374307047,1359,1523,85.01
Kazakhstan,male,25-34 years,Kazakhstan1995,1995,1311800,20374307047,1359,887,67.62
Kazakhstan,male,15-24 years,Kazakhstan1995,1995,1455600,20374307047,1359,622,42.73
Kazakhstan,female,75+ years,Kazakhstan1995,1995,267600,20374307047,1359,86,32.14
Kazakhstan,female,55-74 years,Kazakhstan1995,1995,1205800,20374307047,1359,208,17.25
Kazakhstan,female,35-54 years,Kazakhstan1995,1995,1901900,20374307047,1359,216,11.36
Kazakhstan,female,15-24 years,Kazakhstan1995,1995,1412600,20374307047,1359,145,10.26
Kazakhstan,female,25-34 years,Kazakhstan1995,1995,1271500,20374307047,1359,130,10.22
Kazakhstan,male,5-14 years,Kazakhstan1995,1995,1736100,20374307047,1359,61,3.51
Kazakhstan,female,5-14 years,Kazakhstan1995,1995,1688900,20374307047,1359,15,0.89
Kazakhstan,male,35-54 years,Kazakhstan1996,1996,1753600,21035357833,1452,1630,92.95
Kazakhstan,male,55-74 years,Kazakhstan1996,1996,836900,21035357833,1452,731,87.35
Kazakhstan,male,75+ years,Kazakhstan1996,1996,80400,21035357833,1452,64,79.6
Kazakhstan,male,25-34 years,Kazakhstan1996,1996,1243300,21035357833,1452,879,70.7
Kazakhstan,male,15-24 years,Kazakhstan1996,1996,1405800,21035357833,1452,635,45.17
Kazakhstan,female,75+ years,Kazakhstan1996,1996,251800,21035357833,1452,54,21.45
Kazakhstan,female,55-74 years,Kazakhstan1996,1996,1173100,21035357833,1452,211,17.99
Kazakhstan,female,35-54 years,Kazakhstan1996,1996,1858300,21035357833,1452,223,12
Kazakhstan,female,15-24 years,Kazakhstan1996,1996,1381300,21035357833,1452,158,11.44
Kazakhstan,female,25-34 years,Kazakhstan1996,1996,1187600,21035357833,1452,121,10.19
Kazakhstan,male,5-14 years,Kazakhstan1996,1996,1682200,21035357833,1452,57,3.39
Kazakhstan,female,5-14 years,Kazakhstan1996,1996,1633400,21035357833,1452,10,0.61
Kazakhstan,male,55-74 years,Kazakhstan1997,1997,822400,22165932063,1540,740,89.98
Kazakhstan,male,35-54 years,Kazakhstan1997,1997,1766200,22165932063,1540,1577,89.29
Kazakhstan,male,25-34 years,Kazakhstan1997,1997,1217700,22165932063,1540,810,66.52
Kazakhstan,male,75+ years,Kazakhstan1997,1997,78400,22165932063,1540,50,63.78
Kazakhstan,male,15-24 years,Kazakhstan1997,1997,1401300,22165932063,1540,651,46.46
Kazakhstan,female,75+ years,Kazakhstan1997,1997,247700,22165932063,1540,59,23.82
Kazakhstan,female,55-74 years,Kazakhstan1997,1997,1153000,22165932063,1540,164,14.22
Kazakhstan,female,15-24 years,Kazakhstan1997,1997,1388400,22165932063,1540,175,12.6
Kazakhstan,female,35-54 years,Kazakhstan1997,1997,1871000,22165932063,1540,216,11.54
Kazakhstan,female,25-34 years,Kazakhstan1997,1997,1152200,22165932063,1540,131,11.37
Kazakhstan,male,5-14 years,Kazakhstan1997,1997,1673300,22165932063,1540,53,3.17
Kazakhstan,female,5-14 years,Kazakhstan1997,1997,1623000,22165932063,1540,16,0.99
Kazakhstan,male,55-74 years,Kazakhstan1998,1998,762500,22135245413,1599,692,90.75
Kazakhstan,male,35-54 years,Kazakhstan1998,1998,1724400,22135245413,1599,1459,84.61
Kazakhstan,male,75+ years,Kazakhstan1998,1998,74500,22135245413,1599,58,77.85
Kazakhstan,male,25-34 years,Kazakhstan1998,1998,1145900,22135245413,1599,727,63.44
Kazakhstan,male,15-24 years,Kazakhstan1998,1998,1343300,22135245413,1599,594,44.22
Kazakhstan,female,75+ years,Kazakhstan1998,1998,241200,22135245413,1599,63,26.12
Kazakhstan,female,55-74 years,Kazakhstan1998,1998,1090300,22135245413,1599,160,14.67
Kazakhstan,female,25-34 years,Kazakhstan1998,1998,1103400,22135245413,1599,138,12.51
Kazakhstan,female,15-24 years,Kazakhstan1998,1998,1353400,22135245413,1599,152,11.23
Kazakhstan,female,35-54 years,Kazakhstan1998,1998,1863700,22135245413,1599,205,11
Kazakhstan,male,5-14 years,Kazakhstan1998,1998,1585500,22135245413,1599,54,3.41
Kazakhstan,female,5-14 years,Kazakhstan1998,1998,1556100,22135245413,1599,11,0.71
Kazakhstan,male,55-74 years,Kazakhstan1999,1999,727800,16870817135,1225,567,77.91
Kazakhstan,male,35-54 years,Kazakhstan1999,1999,1761800,16870817135,1225,1331,75.55
Kazakhstan,male,75+ years,Kazakhstan1999,1999,75400,16870817135,1225,55,72.94
Kazakhstan,male,25-34 years,Kazakhstan1999,1999,1131600,16870817135,1225,717,63.36
Kazakhstan,male,15-24 years,Kazakhstan1999,1999,1349400,16870817135,1225,609,45.13
Kazakhstan,female,75+ years,Kazakhstan1999,1999,246200,16870817135,1225,59,23.96
Kazakhstan,female,55-74 years,Kazakhstan1999,1999,1044200,16870817135,1225,152,14.56
Kazakhstan,female,25-34 years,Kazakhstan1999,1999,1089900,16870817135,1225,120,11.01
Kazakhstan,female,35-54 years,Kazakhstan1999,1999,1909900,16870817135,1225,198,10.37
Kazakhstan,female,15-24 years,Kazakhstan1999,1999,1358700,16870817135,1225,124,9.13
Kazakhstan,male,5-14 years,Kazakhstan1999,1999,1555400,16870817135,1225,49,3.15
Kazakhstan,female,5-14 years,Kazakhstan1999,1999,1523100,16870817135,1225,10,0.66
Kazakhstan,male,35-54 years,Kazakhstan2000,2000,1802430,18291990619,1328,1527,84.72
Kazakhstan,male,55-74 years,Kazakhstan2000,2000,698665,18291990619,1328,586,83.87
Kazakhstan,male,25-34 years,Kazakhstan2000,2000,1132418,18291990619,1328,852,75.24
Kazakhstan,male,75+ years,Kazakhstan2000,2000,77972,18291990619,1328,47,60.28
Kazakhstan,male,15-24 years,Kazakhstan2000,2000,1366874,18291990619,1328,623,45.58
Kazakhstan,female,75+ years,Kazakhstan2000,2000,254407,18291990619,1328,56,22.01
Kazakhstan,female,55-74 years,Kazakhstan2000,2000,1005027,18291990619,1328,147,14.63
Kazakhstan,female,15-24 years,Kazakhstan2000,2000,1375343,18291990619,1328,169,12.29
