country,sex,age,country-year,year,population, gdp_for_year ($) ,gdp_per_capita ($),suicides_no,suicides/100k pop
Albania,male,15-24 years,Albania1987,1987,312900,2156624900,796,21,6.71
Albania,male,35-54 years,Albania1987,1987,308000,2156624900,796,16,5.19
Albania,female,15-24 years,Albania1987,1987,289700,2156624900,796,14,4.83
Albania,male,75+ years,Albania1987,1987,21800,2156624900,796,1,4.59
Albania,male,25-34 years,Albania1987,1987,274300,2156624900,796,9,3.28
Albania,female,75+ years,Albania1987,1987,35600,2156624900,796,1,2.81
Albania,female,35-54 years,Albania1987,1987,278800,2156624900,796,6,2.15
Albania,female,25-34 years,Albania1987,1987,257200,2156624900,796,4,1.56
Albania,male,55-74 years,Albania1987,1987,137500,2156624900,796,1,0.73
Albania,female,5-14 years,Albania1987,1987,311000,2156624900,796,0,0
Albania,female,55-74 years,Albania1987,1987,144600,2156624900,796,0,0
Albania,male,5-14 years,Albania1987,1987,338200,2156624900,796,0,0
Albania,female,75+ years,Albania1988,1988,36400,2126000000,769,2,5.49
Albania,male,15-24 years,Albania1988,1988,319200,2126000000,769,17,5.33
Albania,male,75+ years,Albania1988,1988,22300,2126000000,769,1,4.48
Albania,male,35-54 years,Albania1988,1988,314100,2126000000,769,14,4.46
Albania,male,55-74 years,Albania1988,1988,140200,2126000000,769,4,2.85
Albania,female,15-24 years,Albania1988,1988,295600,2126000000,769,8,2.71
Albania,female,55-74 years,Albania1988,1988,147500,2126000000,769,3,2.03
Albania,female,25-34 years,Albania1988,1988,262400,2126000000,769,5,1.91
Albania,male,25-34 years,Albania1988,1988,279900,2126000000,769,5,1.79
Albania,female,35-54 years,Albania1988,1988,284500,2126000000,769,4,1.41
Albania,female,5-14 years,Albania1988,1988,317200,2126000000,769,0,0
Albania,male,5-14 years,Albania1988,1988,345000,2126000000,769,0,0
Albania,male,75+ years,Albania1989,1989,22500,2335124988,833,2,8.89
Albania,male,25-34 years,Albania1989,1989,283600,2335124988,833,18,6.35
Albania,male,35-54 years,Albania1989,1989,318400,2335124988,833,15,4.71
Albania,male,55-74 years,Albania1989,1989,142100,2335124988,833,6,4.22
Albania,male,15-24 years,Albania1989,1989,323500,2335124988,833,12,3.71
Albania,female,35-54 years,Albania1989,1989,288600,2335124988,833,7,2.43
Albania,female,15-24 years,Albania1989,1989,299900,2335124988,833,5,1.67
Albania,female,25-34 years,Albania1989,1989,266300,2335124988,833,2,0.75
Albania,female,55-74 years,Albania1989,1989,149600,2335124988,833,1,0.67
Albania,female,5-14 years,Albania1989,1989,321900,2335124988,833,0,0
Albania,female,75+ years,Albania1989,1989,37000,2335124988,833,0,0
Albania,male,5-14 years,Albania1989,1989,349700,2335124988,833,0,0
Albania,male,35-54 years,Albania1992,1992,343800,709452584,251,12,3.49
Albania,male,15-24 years,Albania1992,1992,263700,709452584,251,9,3.41
Albania,male,55-74 years,Albania1992,1992,159500,709452584,251,5,3.13
Albania,male,25-34 years,Albania1992,1992,245500,709452584,251,7,2.85
Albania,female,15-24 years,Albania1992,1992,292400,709452584,251,7,2.39
Albania,female,25-34 years,Albania1992,1992,267400,709452584,251,4,1.5
Albania,female,35-54 years,Albania1992,1992,323100,709452584,251,2,0.62
Albania,female,55-74 years,Albania1992,1992,164900,709452584,251,1,0.61
Albania,female,5-14 years,Albania1992,1992,336700,709452584,251,0,0
Albania,female,75+ years,Albania1992,1992,38700,709452584,251,0,0
Albania,male,5-14 years,Albania1992,1992,362900,709452584,251,0,0
Albania,male,75+ years,Albania1992,1992,23900,709452584,251,0,0
Albania,male,15-24 years,Albania1993,1993,243300,1228071038,437,18,7.4
Albania,male,55-74 years,Albania1993,1993,165000,1228071038,437,7,4.24
Albania,male,75+ years,Albania1993,1993,24200,1228071038,437,1,4.13
Albania,male,25-34 years,Albania1993,1993,230100,1228071038,437,9,3.91
Albania,female,15-24 years,Albania1993,1993,285300,1228071038,437,10,3.51
Albania,male,35-54 years,Albania1993,1993,350300,1228071038,437,10,2.85
Albania,female,25-34 years,Albania1993,1993,261800,1228071038,437,7,2.67
Albania,female,35-54 years,Albania1993,1993,331200,1228071038,437,7,2.11
Albania,female,55-74 years,Albania1993,1993,169500,1228071038,437,2,1.18
Albania,female,5-14 years,Albania1993,1993,340300,1228071038,437,1,0.29
Albania,male,5-14 years,Albania1993,1993,367000,1228071038,437,1,0.27
Albania,female,75+ years,Albania1993,1993,39300,1228071038,437,0,0
Albania,male,75+ years,Albania1994,1994,24600,1985673798,697,2,8.13
Albania,male,55-74 years,Albania1994,1994,171400,1985673798,697,11,6.42
Albania,female,75+ years,Albania1994,1994,39900,1985673798,697,2,5.01
Albania,male,25-34 years,Albania1994,1994,231400,1985673798,697,6,2.59
Albania,male,35-54 years,Albania1994,1994,362800,1985673798,697,9,2.48
Albania,male,15-24 years,Albania1994,1994,242200,1985673798,697,6,2.48
Albania,female,15-24 years,Albania1994,1994,282600,1985673798,697,6,2.12
Albania,female,25-34 years,Albania1994,1994,261100,1985673798,697,4,1.53
Albania,female,35-54 years,Albania1994,1994,342500,1985673798,697,2,0.58
Albania,female,55-74 years,Albania1994,1994,174600,1985673798,697,1,0.57
Albania,male,5-14 years,Albania1994,1994,371800,1985673798,697,1,0.27
Albania,female,5-14 years,Albania1994,1994,344400,1985673798,697,0,0
Albania,male,25-34 years,Albania1995,1995,232900,2424499009,835,13,5.58
Albania,male,55-74 years,Albania1995,1995,178000,2424499009,835,9,5.06
Albania,female,75+ years,Albania1995,1995,40800,2424499009,835,2,4.9
Albania,female,15-24 years,Albania1995,1995,283500,2424499009,835,13,4.59
Albania,male,15-24 years,Albania1995,1995,241200,2424499009,835,11,4.56
Albania,male,75+ years,Albania1995,1995,25100,2424499009,835,1,3.98
Albania,male,35-54 years,Albania1995,1995,375900,2424499009,835,14,3.72
Albania,female,25-34 years,Albania1995,1995,264000,2424499009,835,7,2.65
Albania,female,35-54 years,Albania1995,1995,356400,2424499009,835,8,2.24
Albania,male,5-14 years,Albania1995,1995,376500,2424499009,835,6,1.59
Albania,female,55-74 years,Albania1995,1995,180400,2424499009,835,2,1.11
Albania,female,5-14 years,Albania1995,1995,348700,2424499009,835,2,0.57
Albania,male,75+ years,Albania1996,1996,25400,3314898292,1127,2,7.87
Albania,male,15-24 years,Albania1996,1996,243600,3314898292,1127,17,6.98
Albania,male,25-34 years,Albania1996,1996,235300,3314898292,1127,14,5.95
Albania,female,15-24 years,Albania1996,1996,287700,3314898292,1127,16,5.56
Albania,female,75+ years,Albania1996,1996,41200,3314898292,1127,2,4.85
Albania,female,25-34 years,Albania1996,1996,267900,3314898292,1127,10,3.73
Albania,male,35-54 years,Albania1996,1996,379600,3314898292,1127,12,3.16
Albania,female,35-54 years,Albania1996,1996,362000,3314898292,1127,9,2.49
Albania,male,55-74 years,Albania1996,1996,179900,3314898292,1127,3,1.67
Albania,female,55-74 years,Albania1996,1996,183100,3314898292,1127,1,0.55
Albania,male,5-14 years,Albania1996,1996,380400,3314898292,1127,2,0.53
Albania,female,5-14 years,Albania1996,1996,354100,3314898292,1127,1,0.28
Albania,male,25-34 years,Albania1997,1997,236000,2359903108,793,36,15.25
Albania,male,15-24 years,Albania1997,1997,244400,2359903108,793,33,13.5
Albania,male,75+ years,Albania1997,1997,25400,2359903108,793,3,11.81
Albania,male,35-54 years,Albania1997,1997,380800,2359903108,793,30,7.88
Albania,female,15-24 years,Albania1997,1997,294000,2359903108,793,21,7.14
Albania,male,55-74 years,Albania1997,1997,180300,2359903108,793,12,6.66
Albania,female,25-34 years,Albania1997,1997,273900,2359903108,793,16,5.84
Albania,female,75+ years,Albania1997,1997,42100,2359903108,793,2,4.75
Albania,female,35-54 years,Albania1997,1997,370100,2359903108,793,7,1.89
Albania,female,5-14 years,Albania1997,1997,361800,2359903108,793,6,1.66
Albania,male,5-14 years,Albania1997,1997,381500,2359903108,793,4,1.05
Albania,female,55-74 years,Albania1997,1997,187000,2359903108,793,0,0
Albania,male,75+ years,Albania1998,1998,25800,2707123772,899,3,11.63
Albania,male,15-24 years,Albania1998,1998,248800,2707123772,899,27,10.85
Albania,female,15-24 years,Albania1998,1998,295600,2707123772,899,32,10.83
Albania,male,25-34 years,Albania1998,1998,240400,2707123772,899,26,10.82
Albania,male,35-54 years,Albania1998,1998,388200,2707123772,899,29,7.47
Albania,male,55-74 years,Albania1998,1998,183800,2707123772,899,9,4.9
Albania,female,25-34 years,Albania1998,1998,275300,2707123772,899,10,3.63
Albania,female,55-74 years,Albania1998,1998,188200,2707123772,899,6,3.19
Albania,female,35-54 years,Albania1998,1998,372100,2707123772,899,9,2.42
Albania,male,5-14 years,Albania1998,1998,388400,2707123772,899,2,0.51
Albania,female,5-14 years,Albania1998,1998,363800,2707123772,899,1,0.27
Albania,female,75+ years,Albania1998,1998,42300,2707123772,899,0,0
Albania,male,75+ years,Albania1999,1999,25900,3414760915,1127,3,11.58
Albania,male,15-24 years,Albania1999,1999,250600,3414760915,1127,24,9.58
Albania,female,75+ years,Albania1999,1999,42400,3414760915,1127,4,9.43
Albania,male,35-54 years,Albania1999,1999,391100,3414760915,1127,31,7.93
Albania,male,25-34 years,Albania1999,1999,242300,3414760915,1127,19,7.84
Albania,male,55-74 years,Albania1999,1999,185200,3414760915,1127,14,7.56
Albania,female,15-24 years,Albania1999,1999,296800,3414760915,1127,19,6.4
Albania,female,25-34 years,Albania1999,1999,276500,3414760915,1127,13,4.7
Albania,female,55-74 years,Albania1999,1999,188800,3414760915,1127,6,3.18
Albania,female,35-54 years,Albania1999,1999,373600,3414760915,1127,5,1.34
Albania,female,5-14 years,Albania1999,1999,365200,3414760915,1127,1,0.27
Albania,male,5-14 years,Albania1999,1999,391300,3414760915,1127,0,0
Albania,male,25-34 years,Albania2000,2000,232000,3632043908,1299,17,7.33
Albania,male,55-74 years,Albania2000,2000,177400,3632043908,1299,10,5.64
Albania,female,75+ years,Albania2000,2000,37800,3632043908,1299,2,5.29
Albania,male,75+ years,Albania2000,2000,24900,3632043908,1299,1,4.02
Albania,female,15-24 years,Albania2000,2000,263900,3632043908,1299,6,2.27
Albania,male,15-24 years,Albania2000,2000,240000,3632043908,1299,5,2.08
Albania,female,35-54 years,Albania2000,2000,332200,3632043908,1299,5,1.51
Albania,female,25-34 years,Albania2000,2000,245800,3632043908,1299,3,1.22
Albania,male,35-54 years,Albania2000,2000,374700,3632043908,1299,4,1.07
Albania,male,5-14 years,Albania2000,2000,374900,3632043908,1299,1,0.27
Albania,female,5-14 years,Albania2000,2000,324700,3632043908,1299,0,0
Albania,female,55-74 years,Albania2000,2000,168000,3632043908,1299,0,0
Albania,male,25-34 years,Albania2001,2001,206484,4060758804,1451,22,10.65
Albania,male,35-54 years,Albania2001,2001,378826,4060758804,1451,34,8.98
Albania,male,55-74 years,Albania2001,2001,196670,4060758804,1451,11,5.59
Albania,female,75+ years,Albania2001,2001,47254,4060758804,1451,2,4.23
Albania,male,15-24 years,Albania2001,2001,256039,4060758804,1451,10,3.91
Albania,female,15-24 years,Albania2001,2001,271359,4060758804,1451,9,3.32
Albania,female,35-54 years,Albania2001,2001,370191,4060758804,1451,12,3.24
Albania,male,75+ years,Albania2001,2001,31044,4060758804,1451,1,3.22
Albania,female,55-74 years,Albania2001,2001,189799,4060758804,1451,6,3.16
Albania,male,5-14 years,Albania2001,2001,321556,4060758804,1451,6,1.87
Albania,female,25-34 years,Albania2001,2001,222771,4060758804,1451,4,1.8
Albania,female,5-14 years,Albania2001,2001,307356,4060758804,1451,2,0.65
Albania,male,75+ years,Albania2002,2002,31007,4435078648,1573,4,12.9
Albania,male,25-34 years,Albania2002,2002,206286,4435078648,1573,23,11.15
Albania,male,35-54 years,Albania2002,2002,382139,4435078648,1573,35,9.16
Albania,male,55-74 years,Albania2002,2002,198130,4435078648,1573,13,6.56
Albania,male,15-24 years,Albania2002,2002,263067,4435078648,1573,15,5.7
Albania,female,15-24 years,Albania2002,2002,275970,4435078648,1573,14,5.07
Albania,female,35-54 years,Albania2002,2002,375113,4435078648,1573,15,4
Albania,female,25-34 years,Albania2002,2002,223685,4435078648,1573,7,3.13
Albania,female,75+ years,Albania2002,2002,47407,4435078648,1573,1,2.11
Albania,female,55-74 years,Albania2002,2002,191712,4435078648,1573,4,2.09
Albania,female,5-14 years,Albania2002,2002,304850,4435078648,1573,1,0.33
Albania,male,5-14 years,Albania2002,2002,319473,4435078648,1573,1,0.31
Albania,female,75+ years,Albania2003,2003,49088,5746945913,2021,6,12.22
Albania,male,55-74 years,Albania2003,2003,201520,5746945913,2021,16,7.94
Albania,male,35-54 years,Albania2003,2003,386196,5746945913,2021,28,7.25
Albania,male,15-24 years,Albania2003,2003,273235,5746945913,2021,15,5.49
Albania,female,15-24 years,Albania2003,2003,283709,5746945913,2021,14,4.93
Albania,female,55-74 years,Albania2003,2003,195699,5746945913,2021,9,4.6
Albania,male,25-34 years,Albania2003,2003,205433,5746945913,2021,9,4.38
Albania,female,25-34 years,Albania2003,2003,222941,5746945913,2021,9,4.04
Albania,female,35-54 years,Albania2003,2003,381760,5746945913,2021,13,3.41
Albania,male,75+ years,Albania2003,2003,32667,5746945913,2021,1,3.06
Albania,male,5-14 years,Albania2003,2003,313204,5746945913,2021,4,1.28
Albania,female,5-14 years,Albania2003,2003,298477,5746945913,2021,0,0
Albania,male,75+ years,Albania2004,2004,35526,7314865176,2544,4,11.26
Albania,male,35-54 years,Albania2004,2004,391767,7314865176,2544,39,9.95
Albania,male,25-34 years,Albania2004,2004,203938,7314865176,2544,16,7.85
Albania,female,15-24 years,Albania2004,2004,292268,7314865176,2544,20,6.84
Albania,male,15-24 years,Albania2004,2004,286768,7314865176,2544,19,6.63
Albania,female,75+ years,Albania2004,2004,50970,7314865176,2544,3,5.89
Albania,female,25-34 years,Albania2004,2004,222389,7314865176,2544,11,4.95
Albania,male,55-74 years,Albania2004,2004,207202,7314865176,2544,10,4.83
Albania,female,35-54 years,Albania2004,2004,391436,7314865176,2544,17,4.34
Albania,female,55-74 years,Albania2004,2004,203841,7314865176,2544,3,1.47
Albania,female,5-14 years,Albania2004,2004,286705,7314865176,2544,3,1.05
Albania,male,5-14 years,Albania2004,2004,302181,7314865176,2544,1,0.33
Albania,female,15-24 years,Albania2005,2005,281922,8158548717,2931,0,0
Albania,female,25-34 years,Albania2005,2005,190745,8158548717,2931,0,0
Albania,female,35-54 years,Albania2005,2005,386513,8158548717,2931,0,0
Albania,female,5-14 years,Albania2005,2005,276559,8158548717,2931,0,0
Albania,female,55-74 years,Albania2005,2005,210998,8158548717,2931,0,0
Albania,female,75+ years,Albania2005,2005,53191,8158548717,2931,0,0
Albania,male,15-24 years,Albania2005,2005,281675,8158548717,2931,0,0
Albania,male,25-34 years,Albania2005,2005,177519,8158548717,2931,0,0
Albania,male,35-54 years,Albania2005,2005,380242,8158548717,2931,0,0
Albania,male,5-14 years,Albania2005,2005,291367,8158548717,2931,0,0
Albania,male,55-74 years,Albania2005,2005,214118,8158548717,2931,0,0
Albania,male,75+ years,Albania2005,2005,38471,8158548717,2931,0,0
Albania,female,15-24 years,Albania2006,2006,283138,8992642349,3235,0,0
Albania,female,25-34 years,Albania2006,2006,186391,8992642349,3235,0,0
Albania,female,35-54 years,Albania2006,2006,388746,8992642349,3235,0,0
Albania,female,5-14 years,Albania2006,2006,267316,8992642349,3235,0,0
Albania,female,55-74 years,Albania2006,2006,215907,8992642349,3235,0,0
Albania,female,75+ years,Albania2006,2006,56011,8992642349,3235,0,0
Albania,male,15-24 years,Albania2006,2006,286679,8992642349,3235,0,0
Albania,male,25-34 years,Albania2006,2006,174092,8992642349,3235,0,0
Albania,male,35-54 years,Albania2006,2006,379076,8992642349,3235,0,0
Albania,male,5-14 years,Albania2006,2006,282678,8992642349,3235,0,0
Albania,male,55-74 years,Albania2006,2006,219360,8992642349,3235,0,0
Albania,male,75+ years,Albania2006,2006,40782,8992642349,3235,0,0
Albania,male,75+ years,Albania2007,2007,42366,10701011897,3863,8,18.88
Albania,male,35-54 years,Albania2007,2007,378626,10701011897,3863,29,7.66
Albania,male,55-74 years,Albania2007,2007,224160,10701011897,3863,14,6.25
Albania,female,75+ years,Albania2007,2007,57404,10701011897,3863,3,5.23
Albania,male,25-34 years,Albania2007,2007,172494,10701011897,3863,9,5.22
Albania,female,15-24 years,Albania2007,2007,281080,10701011897,3863,13,4.63
Albania,male,15-24 years,Albania2007,2007,288349,10701011897,3863,13,4.51
Albania,female,25-34 years,Albania2007,2007,183629,10701011897,3863,8,4.36
Albania,female,55-74 years,Albania2007,2007,221120,10701011897,3863,9,4.07
Albania,female,35-54 years,Albania2007,2007,391811,10701011897,3863,14,3.57
Albania,male,5-14 years,Albania2007,2007,272497,10701011897,3863,4,1.47
Albania,female,5-14 years,Albania2007,2007,256808,10701011897,3863,0,0
Albania,male,25-34 years,Albania2008,2008,172855,12881352688,4672,21,12.15
Albania,male,35-54 years,Albania2008,2008,377119,12881352688,4672,37,9.81
Albania,male,55-74 years,Albania2008,2008,228672,12881352688,4672,21,9.18
Albania,female,75+ years,Albania2008,2008,59369,12881352688,4672,5,8.42
Albania,female,15-24 years,Albania2008,2008,276073,12881352688,4672,20,7.24
Albania,female,25-34 years,Albania2008,2008,182663,12881352688,4672,9,4.93
Albania,female,35-54 years,Albania2008,2008,393832,12881352688,4672,19,4.82
Albania,male,75+ years,Albania2008,2008,44574,12881352688,4672,2,4.49
Albania,male,15-24 years,Albania2008,2008,286702,12881352688,4672,11,3.84
Albania,female,55-74 years,Albania2008,2008,226448,12881352688,4672,7,3.09
Albania,male,5-14 years,Albania2008,2008,262464,12881352688,4672,7,2.67
Albania,female,5-14 years,Albania2008,2008,246288,12881352688,4672,1,0.41
Albania,female,15-24 years,Albania2009,2009,270003,12044212904,4387,0,0
Albania,female,25-34 years,Albania2009,2009,182712,12044212904,4387,0,0
Albania,female,35-54 years,Albania2009,2009,394286,12044212904,4387,0,0
Albania,female,5-14 years,Albania2009,2009,236174,12044212904,4387,0,0
Albania,female,55-74 years,Albania2009,2009,233302,12044212904,4387,0,0
Albania,female,75+ years,Albania2009,2009,61582,12044212904,4387,0,0
Albania,male,15-24 years,Albania2009,2009,283448,12044212904,4387,0,0
Albania,male,25-34 years,Albania2009,2009,174955,12044212904,4387,0,0
Albania,male,35-54 years,Albania2009,2009,374365,12044212904,4387,0,0
Albania,male,5-14 years,Albania2009,2009,253007,12044212904,4387,0,0
Albania,male,55-74 years,Albania2009,2009,234570,12044212904,4387,0,0
Albania,male,75+ years,Albania2009,2009,47331,12044212904,4387,0,0
Albania,male,55-74 years,Albania2010,2010,241852,11926953259,4359,20,8.27
Albania,male,35-54 years,Albania2010,2010,371611,11926953259,4359,20,5.38
Albania,male,25-34 years,Albania2010,2010,179720,11926953259,4359,9,5.01
Albania,male,75+ years,Albania2010,2010,50767,11926953259,4359,2,3.94
Albania,male,15-24 years,Albania2010,2010,279508,11926953259,4359,10,3.58
Albania,female,25-34 years,Albania2010,2010,183579,11926953259,4359,6,3.27
Albania,female,75+ years,Albania2010,2010,64415,11926953259,4359,2,3.1
Albania,female,35-54 years,Albania2010,2010,394593,11926953259,4359,12,3.04
Albania,female,55-74 years,Albania2010,2010,241491,11926953259,4359,7,2.9
Albania,female,15-24 years,Albania2010,2010,263581,11926953259,4359,6,2.28
Albania,female,5-14 years,Albania2010,2010,223969,11926953259,4359,2,0.89
Albania,male,5-14 years,Albania2010,2010,240939,11926953259,4359,0,0
Antigua and Barbuda,female,15-24 years,Antigua and Barbuda1985,1985,7709,240923926,3850,0,0
Antigua and Barbuda,female,25-34 years,Antigua and Barbuda1985,1985,6344,240923926,3850,0,0
Antigua and Barbuda,female,35-54 years,Antigua and Barbuda1985,1985,6173,240923926,3850,0,0
Antigua and Barbuda,female,5-14 years,Antigua and Barbuda1985,1985,7339,240923926,3850,0,0
Antigua and Barbuda,female,55-74 years,Antigua and Barbuda1985,1985,3778,240923926,3850,0,0
Antigua and Barbuda,female,75+ years,Antigua and Barbuda1985,1985,949,240923926,3850,0,0
Antigua and Barbuda,male,15-24 years,Antigua and Barbuda1985,1985,7667,240923926,3850,0,0
Antigua and Barbuda,male,25-34 years,Antigua and Barbuda1985,1985,6194,240923926,3850,0,0
Antigua and Barbuda,male,35-54 years,Antigua and Barbuda1985,1985,5970,240923926,3850,0,0
Antigua and Barbuda,male,5-14 years,Antigua and Barbuda1985,1985,7304,240923926,3850,0,0
Antigua and Barbuda,male,55-74 years,Antigua and Barbuda1985,1985,2723,240923926,3850,0,0
Antigua and Barbuda,male,75+ years,Antigua and Barbuda1985,1985,424,240923926,3850,0,0
Antigua and Barbuda,female,15-24 years,Antigua and Barbuda1986,1986,7668,290440148,4740,0,0
Antigua and Barbuda,female,25-34 years,Antigua and Barbuda1986,1986,6209,290440148,4740,0,0
Antigua and Barbuda,female,35-54 years,Antigua and Barbuda1986,1986,6101,290440148,4740,0,0
Antigua and Barbuda,female,5-14 years,Antigua and Barbuda1986,1986,6907,290440148,4740,0,0
Antigua and Barbuda,female,55-74 years,Antigua and Barbuda1986,1986,3764,290440148,4740,0,0
Antigua and Barbuda,female,75+ years,Antigua and Barbuda1986,1986,1014,290440148,4740,0,0
Antigua and Barbuda,male,15-24 years,Antigua and Barbuda1986,1986,7563,290440148,4740,0,0
Antigua and Barbuda,male,25-34 years,Antigua and Barbuda1986,1986,6023,290440148,4740,0,0
Antigua and Barbuda,male,35-54 years,Antigua and Barbuda1986,1986,5947,290440148,4740,0,0
Antigua and Barbuda,male,5-14 years,Antigua and Barbuda1986,1986,6827,290440148,4740,0,0
Antigua and Barbuda,male,55-74 years,Antigua and Barbuda1986,1986,2771,290440148,4740,0,0
Antigua and Barbuda,male,75+ years,Antigua and Barbuda1986,1986,476,290440148,4740,0,0
Antigua and Barbuda,female,15-24 years,Antigua and Barbuda1987,1987,7583,337174852,5595,0,0
Antigua and Barbuda,female,25-34 years,Antigua and Barbuda1987,1987,6101,337174852,5595,0,0
Antigua and Barbuda,female,35-54 years,Antigua and Barbuda1987,1987,6059,337174852,5595,0,0
Antigua and Barbuda,female,5-14 years,Antigua and Barbuda1987,1987,6623,337174852,5595,0,0
Antigua and Barbuda,female,55-74 years,Antigua and Barbuda1987,1987,3738,337174852,5595,0,0
Antigua and Barbuda,female,75+ years,Antigua and Barbuda1987,1987,1081,337174852,5595,0,0
Antigua and Barbuda,male,15-24 years,Antigua and Barbuda1987,1987,7421,337174852,5595,0,0
Antigua and Barbuda,male,25-34 years,Antigua and Barbuda1987,1987,5893,337174852,5595,0,0
Antigua and Barbuda,male,35-54 years,Antigua and Barbuda1987,1987,5927,337174852,5595,0,0
Antigua and Barbuda,male,5-14 years,Antigua and Barbuda1987,1987,6499,337174852,5595,0,0
Antigua and Barbuda,male,55-74 years,Antigua and Barbuda1987,1987,2798,337174852,5595,0,0
Antigua and Barbuda,male,75+ years,Antigua and Barbuda1987,1987,538,337174852,5595,0,0
Antigua and Barbuda,female,15-24 years,Antigua and Barbuda1988,1988,7413,398637741,6693,0,0
Antigua and Barbuda,female,25-34 years,Antigua and Barbuda1988,1988,6041,398637741,6693,0,0
Antigua and Barbuda,female,35-54 years,Antigua and Barbuda1988,1988,6021,398637741,6693,0,0
Antigua and Barbuda,female,5-14 years,Antigua and Barbuda1988,1988,6527,398637741,6693,0,0
Antigua and Barbuda,female,55-74 years,Antigua and Barbuda1988,1988,3708,398637741,6693,0,0
Antigua and Barbuda,female,75+ years,Antigua and Barbuda1988,1988,1141,398637741,6693,0,0
Antigua and Barbuda,male,15-24 years,Antigua and Barbuda1988,1988,7209,398637741,6693,0,0
Antigua and Barbuda,male,25-34 years,Antigua and Barbuda1988,1988,5826,398637741,6693,0,0
Antigua and Barbuda,male,35-54 years,Antigua and Barbuda1988,1988,5907,398637741,6693,0,0
Antigua and Barbuda,male,5-14 years,Antigua and Barbuda1988,1988,6355,398637741,6693,0,0
Antigua and Barbuda,male,55-74 years,Antigua and Barbuda1988,1988,2813,398637741,6693,0,0
Antigua and Barbuda,male,75+ years,Antigua and Barbuda1988,1988,603,398637741,6693,0,0
Antigua and Barbuda,female,15-24 years,Antigua and Barbuda1989,1989,7152,438794778,7407,0,0
Antigua and Barbuda,female,25-34 years,Antigua and Barbuda1989,1989,6059,438794778,7407,0,0
Antigua and Barbuda,female,35-54 years,Antigua and Barbuda1989,1989,5969,438794778,7407,0,0
Antigua and Barbuda,female,5-14 years,Antigua and Barbuda1989,1989,6621,438794778,7407,0,0
Antigua and Barbuda,female,55-74 years,Antigua and Barbuda1989,1989,3696,438794778,7407,0,0
Antigua and Barbuda,female,75+ years,Antigua and Barbuda1989,1989,1195,438794778,7407,0,0
Antigua and Barbuda,male,15-24 years,Antigua and Barbuda1989,1989,6927,438794778,7407,0,0
Antigua and Barbuda,male,25-34 years,Antigua and Barbuda1989,1989,5835,438794778,7407,0,0
Antigua and Barbuda,male,35-54 years,Antigua and Barbuda1989,1989,5862,438794778,7407,0,0
Antigua and Barbuda,male,5-14 years,Antigua and Barbuda1989,1989,6403,438794778,7407,0,0
Antigua and Barbuda,male,55-74 years,Antigua and Barbuda1989,1989,2843,438794778,7407,0,0
Antigua and Barbuda,male,75+ years,Antigua and Barbuda1989,1989,676,438794778,7407,0,0
Antigua and Barbuda,male,35-54 years,Antigua and Barbuda1990,1990,5799,459469074,7744,1,17.24
Antigua and Barbuda,female,15-24 years,Antigua and Barbuda1990,1990,6827,459469074,7744,0,0
Antigua and Barbuda,female,25-34 years,Antigua and Barbuda1990,1990,6172,459469074,7744,0,0
Antigua and Barbuda,female,35-54 years,Antigua and Barbuda1990,1990,5895,459469074,7744,0,0
Antigua and Barbuda,female,5-14 years,Antigua and Barbuda1990,1990,6877,459469074,7744,0,0
Antigua and Barbuda,female,55-74 years,Antigua and Barbuda1990,1990,3706,459469074,7744,0,0
Antigua and Barbuda,female,75+ years,Antigua and Barbuda1990,1990,1252,459469074,7744,0,0
Antigua and Barbuda,male,15-24 years,Antigua and Barbuda1990,1990,6598,459469074,7744,0,0
Antigua and Barbuda,male,25-34 years,Antigua and Barbuda1990,1990,5937,459469074,7744,0,0
Antigua and Barbuda,male,5-14 years,Antigua and Barbuda1990,1990,6611,459469074,7744,0,0
Antigua and Barbuda,male,55-74 years,Antigua and Barbuda1990,1990,2902,459469074,7744,0,0
Antigua and Barbuda,male,75+ years,Antigua and Barbuda1990,1990,758,459469074,7744,0,0
Antigua and Barbuda,female,15-24 years,Antigua and Barbuda1991,1991,6595,481706333,7976,0,0
Antigua and Barbuda,female,25-34 years,Antigua and Barbuda1991,1991,6396,481706333,7976,0,0
Antigua and Barbuda,female,35-54 years,Antigua and Barbuda1991,1991,6198,481706333,7976,0,0
Antigua and Barbuda,female,5-14 years,Antigua and Barbuda1991,1991,7089,481706333,7976,0,0
Antigua and Barbuda,female,55-74 years,Antigua and Barbuda1991,1991,3665,481706333,7976,0,0
Antigua and Barbuda,female,75+ years,Antigua and Barbuda1991,1991,1293,481706333,7976,0,0
Antigua and Barbuda,male,15-24 years,Antigua and Barbuda1991,1991,6401,481706333,7976,0,0
Antigua and Barbuda,male,25-34 years,Antigua and Barbuda1991,1991,6156,481706333,7976,0,0
Antigua and Barbuda,male,35-54 years,Antigua and Barbuda1991,1991,6122,481706333,7976,0,0
Antigua and Barbuda,male,5-14 years,Antigua and Barbuda1991,1991,6818,481706333,7976,0,0
Antigua and Barbuda,male,55-74 years,Antigua and Barbuda1991,1991,2857,481706333,7976,0,0
Antigua and Barbuda,male,75+ years,Antigua and Barbuda1991,1991,804,481706333,7976,0,0
Antigua and Barbuda,female,15-24 years,Antigua and Barbuda1992,1992,6369,499281148,8087,0,0
Antigua and Barbuda,female,25-34 years,Antigua and Barbuda1992,1992,6650,499281148,8087,0,0
